Status,Max Seats,Seats Available,WL Available,CRN,Course,Title,Credit Hours,Instructor,Materials,Book Title and Edition,Author,ISBN,Copyright Year,Publisher
On Campus,32,14,0,83100,"=""ANT 4462""",Medical Anthropology,3,"Elgart, A.",Required Material,Black Man in a White Coat Edition: N/A,Tweedy,9781250044631,2015,Picador
On Campus,19,3,0,82049,"=""ANT 4525C""",Human Osteology,3,"Walsh-Haney, H.",Required Material,Identification of Path Cond in Human Skeletal Remains Edition: N/A,Ortner,9780125286282,2003,"Academic Press, Incorporated"
On Campus,19,3,0,82049,"=""ANT 4525C""",Human Osteology,3,"Walsh-Haney, H.",Required Material,Standards for Data Collection from Human Skeletal Remains Edition: N/A,Haas,9781563490750,1994,Arkansas Archeological Survey
On Campus,19,3,0,82049,"=""ANT 4525C""",Human Osteology,3,"Walsh-Haney, H.",Required Material,Human Osteology Edition: 3rd,White,9780123741349,2012,"Academic Press, Incorporated"
Closed,60,-1,0,81755,"=""APK 3125""",Fitness Assess/Ex Prescription,3,"Jeffreys Heil, R.",Required Material,"ACSM 10e Text, 1e Text, 5e Review & 5e Text Package Edition: N/A",Lippincott Williams & Wilkins,9781975116750,2018,Aspen Publ / Wolters Kluwer
Distance Learning,35,1,5,81754,"=""APK 3132C""",Personal Fitness & Wellness,3,"Swanson, V.",Required Material,Concepts Of Fitness & Wellness (Loose Pgs) Edition: 11th,Corbin,9780073523484,2015,McGraw-Hill
Closed,30,0,0,83612,"=""APK 3312""",Pharm & Ergo Aids Sport & HP,2,"Hunt, D.",Required Material,Exercise & Sport Pharmacology Edition: N/A,Mamrack,9781621590347,2015,"Taylor & Francis Group, LLC"
Closed,30,-1,0,81751,"=""APK 3312""",Pharm & Ergo Aids Sport & HP,2,"Hunt, D.",Required Material,Exercise & Sport Pharmacology Edition: N/A,Mamrack,9781621590347,2015,"Taylor & Francis Group, LLC"
Closed,39,0,0,81750,"=""APK 4120""",Clinical Exercise Physiology,3,"Elokda, A.",Required Material,Clinical Exercise Physiology Edition: N/A,Ehrman,9780736065658,2009,Human Kinetics Publishers
Closed,39,0,0,81750,"=""APK 4120""",Clinical Exercise Physiology,3,"Elokda, A.",Required Material,ACSM's Resources for Clinical Exercise Physiology (w/Access) Edition: N/A,Amer College Sports Med,9780781768702,2010,Lippincott Williams & Wilkins
Closed,39,0,0,81750,"=""APK 4120""",Clinical Exercise Physiology,3,"Elokda, A.",Recommended Material,Publication Manual of APA Edition: 6th,Amer Psychol Assn,9781433805615,2010,American Psychological Association
Distance Learning,30,4,0,81749,"=""APK 4123""",Human Perf and Energy Supplies,2,"Hunt, D.",Required Material,Practical Applications in Sports Nutrition (w/Access Code) Edition: 4th,Fink,9781284036695,2015,Jones & Bartlett Learning
Distance Learning,30,4,0,81749,"=""APK 4123""",Human Perf and Energy Supplies,2,"Hunt, D.",Required Material,NSCA's Guide to Sport & Exercise Nutrition Edition: N/A,Nsca,9780736083492,2011,Human Kinetics
Distance Learning,30,4,0,81749,"=""APK 4123""",Human Perf and Energy Supplies,2,"Hunt, D.",Required Material,Exercise & Sport Pharmacology Edition: N/A,Mamrack,9781621590347,2015,"Taylor & Francis Group, LLC"
Closed,30,0,0,81758,"=""APK 4123""",Human Perf and Energy Supplies,2,"Hunt, D.",Required Material,Exercise & Sport Pharmacology Edition: N/A,Mamrack,9781621590347,2015,"Taylor & Francis Group, LLC"
Closed,30,0,0,81758,"=""APK 4123""",Human Perf and Energy Supplies,2,"Hunt, D.",Required Material,NSCA's Guide to Sport & Exercise Nutrition Edition: N/A,Nsca,9780736083492,2011,Human Kinetics
Closed,30,0,0,81758,"=""APK 4123""",Human Perf and Energy Supplies,2,"Hunt, D.",Required Material,Practical Applications in Sports Nutrition (w/Access Code) Edition: 4th,Fink,9781284036695,2015,Jones & Bartlett Learning
On Campus,49,2,5,80021,"=""ARH 2050""",History of the Visual Arts I,3,"Montoya, C.",Required Material,Art History (w/out New MyArtsLab Access Code) (V1) Edition: 5th,Stokstad,9780205873487,2014,Pearson
Closed,49,0,5,80019,"=""ARH 2050""",History of the Visual Arts I,3,"Montoya, C.",Required Material,Art History (w/out New MyArtsLab Access Code) (V1) Edition: 5th,Stokstad,9780205873487,2014,Pearson
Distance Learning,49,1,0,82779,"=""ARH 2051""",History of the Visual Arts II,3,"McShane, M.",Required Material,Art History: Portable (w/out NEW MyArtsLab Access Card) (Bk4) Edition: 5th,Stokstad,9780205873791,2014,Pearson
Distance Learning,49,1,0,82779,"=""ARH 2051""",History of the Visual Arts II,3,"McShane, M.",Required Material,Art History: Portable (w/out MyArtsLab Access) (Bk6) Edition: 5th,Stokstad,9780205877560,2014,Pearson
Distance Learning,49,1,0,80005,"=""ARH 2051""",History of the Visual Arts II,3,"McShane, M.",Required Material,Art History: Portable (w/out NEW MyArtsLab Access Card) (Bk4) Edition: 5th,Stokstad,9780205873791,2014,Pearson
Distance Learning,49,1,0,80005,"=""ARH 2051""",History of the Visual Arts II,3,"McShane, M.",Required Material,Art History: Portable (w/out MyArtsLab Access) (Bk6) Edition: 5th,Stokstad,9780205877560,2014,Pearson
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,Surrealism Edition: N/A,Caws,9780714856735,2010,"Phaidon Press, Incorporated"
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,Dada East: The Romanians Of Cabaret Votaire Edition: N/A,Sandqvist,9780262195072,2005,MIT Press
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,Sacred Cause Edition: N/A,Sandqvist,9783631640371,2013,PETER LANG PUBLISHERS INC
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,Book of Surrealist Games Edition: N/A,Brotchie,9781570620843,1991,"Shambhala Publications, Incorporated"
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,Une Semaine De Bonte: Surrealistic Novel in Collage Edition: N/A,Ernst,9780486232522,1976,DOVER PUB INC
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,Dada Edition: N/A,Richter,9780500200391,1997,Thames & Hudson
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,History of the Surrealist Movement Edition: N/A,Durozoi,9780226174129,,University of Chicago Press
On Campus,25,1,0,83379,"=""ARH 3456""",History of Dada and Surrealism,3,"McShane, M.",Required Material,Dada Edition: N/A,Dickerman,9780894683138,2005,NATIONAL GALLERY OF ART
Closed,20,-1,5,83613,"=""ART 1201""",Methods and Concepts I,3,"Paine, M.",Required Material,Painter's Handbook Edition: N/A,Gottsegen,9780823034963,2006,"Watson-Guptill Publications, Incorporated"
Closed,20,-1,5,83613,"=""ART 1201""",Methods and Concepts I,3,"Paine, M.",Required Material,Art Book Edition: N/A,Phaidon,9780714867960,2014,"Phaidon Press, Incorporated"
Closed,20,-1,5,83613,"=""ART 1201""",Methods and Concepts I,3,"Paine, M.",Required Material,Health Hazards Manual for Artists Edition: 6th,McCann,9781599213187,2008,"Globe Pequot Press, The"
Closed,20,0,5,80026,"=""ART 1201""",Methods and Concepts I,3,"Paine, M.",Required Material,Painter's Handbook Edition: N/A,Gottsegen,9780823034963,2006,"Watson-Guptill Publications, Incorporated"
Closed,20,0,5,80026,"=""ART 1201""",Methods and Concepts I,3,"Paine, M.",Required Material,Art Book Edition: N/A,Phaidon,9780714867960,2014,"Phaidon Press, Incorporated"
Closed,20,0,5,80026,"=""ART 1201""",Methods and Concepts I,3,"Paine, M.",Required Material,Art Fundamentals Edition: 12th,Ocvirk,9780073379272,2013,McGraw-Hill
Closed,20,0,5,80026,"=""ART 1201""",Methods and Concepts I,3,"Paine, M.",Required Material,Health Hazards Manual for Artists Edition: 6th,McCann,9781599213187,2008,"Globe Pequot Press, The"
On Campus,20,1,5,82526,"=""ART 1203""",Methods and Concepts II,3,"Meo, D.",Required Material,Shaping Space Edition: 3rd,Zelanski,9780534613938,2007,Cengage Learning
On Campus,20,1,5,80034,"=""ART 1203""",Methods and Concepts II,3,"Voytek, M.",Required Material,Shaping Space Edition: 3rd,Zelanski,9780534613938,2007,Cengage Learning
On Campus,20,1,5,82940,"=""ART 1300""",Drawing I,3,"Gerhard, E.",Required Material,Drawing from Observation (DEFECTIVE PRTG)(7918-) Edition: N/A,Curtis,9780073379180,2009,McGraw-Hill
Closed,20,0,5,83502,"=""ART 1300""",Drawing I,3,"Hand, J.",Required Material,Drawing from Observation (REVISED PRTG)(5627-) Edition: 2nd,Curtis,9780077356279,2009,McGraw-Hill
Closed,20,0,5,80013,"=""ART 1300""",Drawing I,3,"Hand, J.",Required Material,Drawing from Observation (REVISED PRTG)(5627-) Edition: 2nd,Curtis,9780077356279,2009,McGraw-Hill
Closed,20,0,5,80017,"=""ART 1300""",Drawing I,3,"Hamel, G.",Required Material,Drawing from Observation (DEFECTIVE PRTG)(7918-) Edition: N/A,Curtis,9780073379180,2009,McGraw-Hill
Closed,20,0,5,82010,"=""ART 1301""",Drawing II,3,"Owen, A.",Required Material,Drawing from Observation (REVISED PRTG)(5627-) Edition: 2nd,Curtis,9780077356279,2009,McGraw-Hill
Closed,20,0,0,80032,"=""ART 2600""",Digital Media Design I,3,"Salmond, M.",Required Material,The Fundamentals of Interactive Design Edition: 1st,Salmond,9781472587367,2015,Bloomsbury Academic
On Campus,20,4,5,83380,"=""ART 3332""",Figure Drawing,3,"Hamel, G.",Required Material,Figure Drawing Edition: 7th,Goldstein,9780136031918,2011,Pearson
Closed,16,0,0,83381,"=""ART 3463""",Alternative Printmaking,3,"Owen, A.",Required Material,Figure Drawing Edition: 7th,Goldstein,9780136031918,2011,Pearson
Closed,20,0,0,83179,"=""ART 3640""",Video Game Design,3,"Salmond, M.",Required Material,Video Game Design Edition: N/A,Salmond,9781472567482,2016,Bloomsbury Academic
On Campus,20,1,0,83172,"=""ART 3768""",Clay Sculpture,3,"Fay, P.",Required Material,Electric Kiln Ceramics Edition: N/A,Bartolovic,9781574983418,,"American Ceramic Society, The"
Closed,3,0,0,82004,"=""ART 4907""",DIS:  Painting Workshop,3,"Paine, M.",Required Material,Theories & Documents of Contemporary Art Edition: N/A,Stiles,9780520257184,2012,University of California Press
Closed,3,0,0,82004,"=""ART 4907""",DIS:  Painting Workshop,3,"Paine, M.",Required Material,Art Book Edition: N/A,Phaidon,9780714867960,2014,"Phaidon Press, Incorporated"
Closed,3,0,0,82004,"=""ART 4907""",DIS:  Painting Workshop,3,"Paine, M.",Required Material,Artist Beware Edition: N/A,McCann,9781592285921,2005,"Globe Pequot Press, The"
Closed,3,0,0,82004,"=""ART 4907""",DIS:  Painting Workshop,3,"Paine, M.",Required Material,Techniques Of The Great Masters Of Art Edition: N/A,Januszczak,9780890098790,,Chartwell
Closed,3,0,0,82004,"=""ART 4907""",DIS:  Painting Workshop,3,"Paine, M.",Required Material,New Acrylics Essential Sourcebook Edition: N/A,Tauchid,9780823099269,2009,"Watson-Guptill Publications, Incorporated"
Closed,50,0,0,83252,"=""ASH 1301""",History of East Asia,3,"Strahorn, E.",Required Material,East Asia Edition: 3rd,Ebrey,9781133606475,2014,Cengage Learning
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,Modern Japan Edition: N/A,Huffman,9780195392531,2010,Oxford University Press
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,"Recreating Japanese Women, 1600-1945 Edition: N/A",Bernstein,9780520070172,1991,University of California Press
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,Molding Japanese Minds: State in Everyday Life Edition: N/A,Garon,9780691001913,1997,Princeton Univ Press c/o Perseus
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,Japanese Discovery of America Edition: N/A,Duus,9780312116811,1997,Bedford Saint Martin's  (MPS)
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,Re-Inventing Japan Edition: N/A,Morris-Suzuki,9780765600820,1998,M. E. Sharpe Incorporated
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,Japan in War & Peace Edition: N/A,Dower,9781565842793,1993,New Press
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,Japan's Minorities: Illusion of Homogeneity Edition: 2nd,Weiner,9780415772648,2009,Routledge
On Campus,32,14,0,83247,"=""ASH 4442""",History of Modern Japan,3,"Rohrer, S.",Required Material,Modern History of Japan Edition: 3rd,Gordon,9780199930159,2014,Oxford University Press
Closed,35,-2,0,81868,"=""ASL 2140""",Basic American Sign Language,3,"Hamstra, C.",Required Material,Loss for Words Edition: N/A,Walker,9780060914257,1986,HarperCollins Publishers
Closed,35,-2,0,81868,"=""ASL 2140""",Basic American Sign Language,3,"Hamstra, C.",Required Material,Master ASL! (Lvl 1)(Set: Text/Master ASL WkBk/DVD) (Lvl1) Edition: N/A,Zinza,9781881133209,2006,"Sign Media, Incorporated"
Closed,35,-2,0,81868,"=""ASL 2140""",Basic American Sign Language,3,"Hamstra, C.",Recommended Material,Random House Webster's Amer Sign Language (Comp Ed) Edition: N/A,Dictionary,9780375722776,2008,"Penguin Random House, Inc"
Closed,32,0,10,81690,"=""AST 2004C""",Stellar Astronomy,4,"Harris, D.",Required Material,Lecture Tutorials for Introductory Astronomy Edition: 3rd,Prather,9780321820464,2013,Pearson
Closed,32,0,10,81690,"=""AST 2004C""",Stellar Astronomy,4,"Harris, D.",Recommended Material,Astronomy Edition: N/A,Openstax,9781938168284,2016,OpenStax College
Closed,32,0,10,81692,"=""AST 2004C""",Stellar Astronomy,4,"Harris, D.",Required Material,Lecture Tutorials for Introductory Astronomy Edition: 3rd,Prather,9780321820464,2013,Pearson
On Campus,32,1,10,81691,"=""AST 2004C""",Stellar Astronomy,4,"Harris, D.",Required Material,Lecture Tutorials for Introductory Astronomy Edition: 3rd,Prather,9780321820464,2013,Pearson
On Campus,32,4,10,81693,"=""AST 2004C""",Stellar Astronomy,4,"Harris, D.",Required Material,Lecture Tutorials for Introductory Astronomy Edition: 3rd,Prather,9780321820464,2013,Pearson
Closed,18,-1,0,81741,"=""ATR 3014C""",Intro to Athletic Training,3,"Guadalupe, I.",Required Material,"Orthopedic Taping, Wrapping, Bracing & Padding Edition: 3rd",Beam,9780803658486,2016,F. A. Davis Company
Closed,18,-1,0,81741,"=""ATR 3014C""",Intro to Athletic Training,3,"Guadalupe, I.",Required Material,Foundations of Athletic Training (w/Bind-In Access) Edition: 5th,Anderson,9781451116526,2013,Lippincott Williams & Wilkins
Closed,18,-1,0,81741,"=""ATR 3014C""",Intro to Athletic Training,3,"Guadalupe, I.",Required Material,Emergency Response Management etc (w/BindIn Access) Edition: N/A,Miller,9780781775502,2011,Lippincott Williams & Wilkins
Closed,18,-1,0,81741,"=""ATR 3014C""",Intro to Athletic Training,3,"Guadalupe, I.",Required Material,Essen of Strength Training & Condition (w/Printed Access) Edition: 4th,Haff,9781492501626,2015,Human Kinetics Publishers
Closed,39,0,0,81764,"=""ATR 3512""",Athletic Health Care Admin,3,"Bauer, P.",Required Material,Umiker's Mgmt Skills for New Health Care Supervisor Edition: 7th,McConnell,9781284121322,2018,Jones & Bartlett Learning
Closed,39,0,0,81764,"=""ATR 3512""",Athletic Health Care Admin,3,"Bauer, P.",Required Material,Health Fitness Management Edition: 2nd,Bates,9780736062053,2008,Human Kinetics Publishers
Closed,39,0,0,81764,"=""ATR 3512""",Athletic Health Care Admin,3,"Bauer, P.",Recommended Material,Essen of Strength Training & Condition (w/Printed Access) Edition: 4th,Haff,9781492501626,2015,Human Kinetics Publishers
Distance Learning,30,13,0,82154,"=""ATR 3512""",Athletic Health Care Admin,3,"Craddock, J.",Required Material,Management Strategies in Athletic Training Edition: 4th,Ray,9780736077385,2011,Human Kinetics Publishers
Distance Learning,30,13,0,82154,"=""ATR 3512""",Athletic Health Care Admin,3,"Craddock, J.",Required Material,Umiker's Mgmt Skills for New Health Care Supervisor Edition: 7th,McConnell,9781284121322,2018,Jones & Bartlett Learning
Closed,18,-1,0,81745,"=""ATR 3812""",Clinical Practice I,1,"Guadalupe, I.",Required Material,Athletic Training Clinical Workbook (w/Access Code) Edition: N/A,Miller-Isaac,9780803628298,2015,F. A. Davis Company
On Campus,20,3,0,81744,"=""ATR 4833C""",AT Practice III,4,"Guadalupe, I.",Required Material,Therapeutic Exercise Edition: N/A,Higgins,9780803613645,2011,F. A. Davis Company
Closed,30,0,10,82731,"=""BCH 3023C""",Biochemistry,3,"Garcia-Fernandez, R.",Required Material,Biochemistry Short Course Edition: 3rd,Tymoczko,9781464126130,2015,MPS (Macmillan Publishers)
Closed,30,-1,10,81335,"=""BCH 3023C""",Biochemistry,3,"Brown, D.",Required Material,Student Lab Notebook (Chemistry Top Bound 100-set) Edition: N/A,Hayden,9781930882003,1999,Hayden-McNeil Publishing
Closed,30,-1,10,81335,"=""BCH 3023C""",Biochemistry,3,"Brown, D.",Required Material,Biochemistry Short Course Edition: 3rd,Tymoczko,9781464126130,2015,MPS (Macmillan Publishers)
Closed,30,-1,10,81334,"=""BCH 3023C""",Biochemistry,3,"Garcia-Fernandez, R.",Required Material,Biochemistry Short Course Edition: 3rd,Tymoczko,9781464126130,2015,MPS (Macmillan Publishers)
On Campus,30,17,0,82649,"=""BCH 4033C""",Advanced Biochemistry I,4,"Brown, D.",Required Material,Lehninger Prin of Biochemistry (w/out Access Code) Edition: 7th,Nelson,9781464126116,2017,W. H. Freeman & Company
On Campus,30,17,0,82649,"=""BCH 4033C""",Advanced Biochemistry I,4,"Brown, D.",Required Material,Student Lab Notebook (Chemistry Top Bound 100-set) Edition: N/A,Hayden,9781930882003,1999,Hayden-McNeil Publishing
On Campus,48,23,0,80473,"=""BME 3100C""",Introduction to Biomaterials,3,"Liao, J.",Recommended Material,Biomaterials Science Edition: 3rd,Ratner,9780123746269,2013,"Academic Press, Incorporated"
On Campus,48,23,0,80473,"=""BME 3100C""",Introduction to Biomaterials,3,"Liao, J.",Recommended Material,Biomaterials Edition: N/A,Temenoff,9780130097101,2008,Pearson
On Campus,48,26,0,80474,"=""BME 3261C""",Biofluid Mechanics,3,"Geiger, R.",Required Material,Brief Intro to Fluid Mechanics (w/Bind-in Access Code) Edition: 5th,Young,9780470596791,2011,"John Wiley & Sons, Incorporated"
On Campus,48,26,0,80474,"=""BME 3261C""",Biofluid Mechanics,3,"Geiger, R.",Recommended Material,Transport Phenomena in Biological Systems Edition: 2nd,Truskey,9780131569881,2009,Pearson
